model,seed,stage,down_format,qat_data,parent_package,evaluation_package,dataset,split,subset,subset_identity,metric_protocol,ppl,nll,targets,input_tokens,unscored_tail_tokens,reuse_status,completion,evidence_path
Qwen/Qwen3-1.7B,42,Uniform-PTQ,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-range-s42/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s42/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/c4-data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",29.322131492633147,3.3783425719420435,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-ptq-c4-s42/result.json
Qwen/Qwen3-1.7B,42,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s42/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s42/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",14.813941218960903,2.6955687116448495,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s42/checkpoint-0400/validation.json
Qwen/Qwen3-1.7B,42,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s42/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s42/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-test-s42/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",14.151216160997155,2.649800568169599,298931,299078,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-test-s42/result.json
Qwen/Qwen3-1.7B,42,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s42/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s42/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/c4-data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",24.24703443394153,3.1882943185214367,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-c4-s42/result.json
Qwen/Qwen3-1.7B,42,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s42/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s42/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",15.715716054138214,2.7546612342218633,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s42/checkpoint-0400/validation.json
Qwen/Qwen3-1.7B,42,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s42/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s42/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-test-s42/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",15.055184987698569,2.7117224493174277,298931,299078,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-test-s42/result.json
Qwen/Qwen3-1.7B,42,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s42/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s42/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/c4-data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",27.10478088408928,3.2997101287131727,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-c4-s42/result.json
meta-llama/Llama-3.2-1B-Instruct,43,B100-initial-SP2,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/init-s43/initial.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/joint100-s43/checkpoint-0100/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",17.32269586594728,2.8520175414808633,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/joint100-s43/checkpoint-0100/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,B100-initial-SP2,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/init-s44/initial.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/joint100-s44/checkpoint-0100/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",17.117556465258705,2.8401046306937046,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/joint100-s44/checkpoint-0100/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,SP2-down-round,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/joint100-s43/checkpoint-0100/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-round-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.614797384228233,2.81029370698217,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-round-s43/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,Uniform-down-round,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-initial-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-round-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",945.6594870086818,6.851882553946269,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-round-s43/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,SP2-range,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-round-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-range-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.216045719451984,2.786001228549522,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-range-s43/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,Uniform-range,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-round-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-range-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",48.92127282760269,3.890212329033289,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-range-s43/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,SP2-down-round,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/joint100-s44/checkpoint-0100/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-round-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.54402434818432,2.8060249700478757,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-round-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,Uniform-down-round,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-initial-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-round-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",546.933827494308,6.304327821601918,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-round-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,Uniform-PTQ-parent,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-range-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",45.19500691896424,3.8109866143417275,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s43/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,SP2-range,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-round-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-range-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.237405902912396,2.787317586932191,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-range-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,Uniform-range,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-round-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-range-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",45.938361575446926,3.827300532181054,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-range-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,SP2-PTQ-parent,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-range-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s43-r4/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.2149972123967,2.7859365678441694,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s43-r4/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,SP2-PTQ-parent,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-range-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.147560805984856,2.781769004576782,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,Uniform-PTQ-parent,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-range-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",41.44517090665076,3.724371370732677,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s44/validation.json
Qwen/Qwen3-1.7B,43,B100-initial-SP2,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/init-s43/initial.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/joint100-s43/checkpoint-0100/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.04792947249727,2.7755798364253557,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/joint100-s43/checkpoint-0100/validation.json
Qwen/Qwen3-1.7B,44,B100-initial-SP2,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/init-s44/initial.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/joint100-s44/checkpoint-0100/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.316429520957282,2.7921725462471594,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/joint100-s44/checkpoint-0100/validation.json
Qwen/Qwen3-1.7B,43,SP2-down-round,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/joint100-s43/checkpoint-0100/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-round-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",15.910624656710956,2.766987103471548,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-round-s43/validation.json
Qwen/Qwen3-1.7B,43,Uniform-down-round,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-initial-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-round-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",20.170829327393548,3.0042374679970743,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-round-s43/validation.json
Qwen/Qwen3-1.7B,44,SP2-down-round,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/joint100-s44/checkpoint-0100/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-round-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",16.05017436240812,2.775719713218456,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-round-s44/validation.json
Qwen/Qwen3-1.7B,44,Uniform-down-round,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-initial-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-round-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",19.60780237716365,2.975927567490997,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-round-s44/validation.json
Qwen/Qwen3-1.7B,43,SP2-range,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-round-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-range-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",15.47834976229269,2.739442257975861,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-range-s43/validation.json
Qwen/Qwen3-1.7B,43,Uniform-range,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-round-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-range-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",18.364192021237717,2.9104026827273044,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-range-s43/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",18.143936807329858,2.898336444698109,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s43/checkpoint-0400/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-test-s43/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",17.575531211766275,2.866507662660506,288934,289076,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-test-s43/result.json
meta-llama/Llama-3.2-1B-Instruct,43,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s43/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase2/c4-acceptance-c-20260912.FJXr6U/data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",39.07188227779196,3.66540308496798,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-c4-s43/result.json
Qwen/Qwen3-1.7B,44,SP2-range,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-round-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-range-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",15.763760989180486,2.757713697404855,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-range-s44/validation.json
Qwen/Qwen3-1.7B,44,Uniform-range,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-round-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-range-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",18.817133157121283,2.9347677929641733,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-range-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s43-r4/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",14.66907305636532,2.685741403816717,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s43/checkpoint-0400/validation.json
meta-llama/Llama-3.2-1B-Instruct,43,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s43-r4/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-test-s43/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",14.20472174646267,2.653574426692097,288934,289076,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-test-s43/result.json
meta-llama/Llama-3.2-1B-Instruct,43,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s43-r4/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s43/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase2/c4-acceptance-c-20260912.FJXr6U/data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",26.639323032142762,3.2823884336429527,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-c4-s43/result.json
Qwen/Qwen3-1.7B,44,SP2-PTQ-parent,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-range-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",14.958610912101744,2.705287114766046,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",14.604525985565553,2.6813314796858645,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s44/checkpoint-0400/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",19.286803756216127,2.9594211188506145,252728,252852,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s44/checkpoint-0400/validation.json
