The tokenizer class you load from this checkpoint is not the same type as the class this function is called from. It may result in unexpected tokenization. 
The tokenizer class you load from this checkpoint is 'PreTrainedTokenizerFast'. 
The class this function is called from is 'LlamaTokenizerFast'.
You are using the default legacy behaviour of the <class 'transformers.models.llama.tokenization_llama_fast.LlamaTokenizerFast'>. This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thoroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565 - if you loaded a llama tokenizer from a GGUF file you can ignore this message.
Token indices sequence length is longer than the specified maximum sequence length for this model (252852 > 2048). Running this sequence through the model will result in indexing errors
Some weights of LlamaForCausalLM were not initialized from the model checkpoint at /home/dongpeiyan/projects/rotation-quant/cache/models/llama-3.2-1b-instruct and are newly initialized: ['lm_head.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/dongpeiyan/miniconda3/envs/rotation-quant-p0/lib/python3.9/site-packages/transformers/modeling_utils.py:4713: FutureWarning: `_is_quantized_training_enabled` is going to be deprecated in transformers 4.39.0. Please use `model.hf_quantizer.is_trainable` instead
  warnings.warn(
Some weights of LlamaForCausalLM were not initialized from the model checkpoint at /home/dongpeiyan/projects/rotation-quant/cache/models/llama-3.2-1b-instruct and are newly initialized: ['lm_head.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
 (Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s]The attention layers in this model are transitioning from computing the RoPE embeddings internally through `position_ids` (2D tensor with the indexes of the tokens), to using externally computed `position_embeddings` (Tuple of tensors, containing cos and sin). In v4.46 `position_ids` will be removed and `position_embeddings` will be mandatory.
 (Eval) Layers:   6%|▋         | 1/16 [00:00<00:02,  5.95it/s] (Eval) Layers:  19%|█▉        | 3/16 [00:00<00:01, 11.05it/s] (Eval) Layers:  31%|███▏      | 5/16 [00:00<00:00, 13.45it/s] (Eval) Layers:  44%|████▍     | 7/16 [00:00<00:00, 14.51it/s] (Eval) Layers:  56%|█████▋    | 9/16 [00:00<00:00, 15.04it/s] (Eval) Layers:  69%|██████▉   | 11/16 [00:00<00:00, 15.41it/s] (Eval) Layers:  81%|████████▏ | 13/16 [00:00<00:00, 15.42it/s] (Eval) Layers:  94%|█████████▍| 15/16 [00:01<00:00, 15.11it/s] (Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 14.26it/s]
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s](Eval) Layers:  12%|█▎        | 2/16 [00:00<00:00, 14.48it/s](Eval) Layers:  25%|██▌       | 4/16 [00:00<00:00, 16.30it/s](Eval) Layers:  38%|███▊      | 6/16 [00:00<00:00, 16.41it/s](Eval) Layers:  50%|█████     | 8/16 [00:00<00:00, 15.84it/s](Eval) Layers:  62%|██████▎   | 10/16 [00:00<00:00, 15.69it/s](Eval) Layers:  75%|███████▌  | 12/16 [00:00<00:00, 15.67it/s](Eval) Layers:  88%|████████▊ | 14/16 [00:00<00:00, 15.45it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 15.48it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 15.63it/s]
{"stage": "sequential-module-completed", "pid": 3709002, "time": 1789702240.5107653, "cuda_visible_devices": "1", "allocated_gib": 0.7482523918151855, "reserved_gib": 2.333984375, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.4.mlp.down_proj", "completed": 5, "total": 16, "selected_train_nll": 6.550659190989651, "elapsed_seconds": 208.17359515000135}
{"stage": "sequential-round-fit", "pid": 3709002, "time": 1789702241.5542474, "cuda_visible_devices": "1", "allocated_gib": 3.0525050163269043, "reserved_gib": 3.359375, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "fit_rows": 49152, "heldout_rows": 16384}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702242.5052106, "cuda_visible_devices": "1", "allocated_gib": 5.02133321762085, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 128}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702243.1847963, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 256}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702243.8646514, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 384}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702244.5954223, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 512}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702245.2732239, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 640}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702245.9517975, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 768}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702246.6293077, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 896}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702247.307515, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1024}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702247.9888647, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1152}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702248.6699488, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1280}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702249.348756, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1408}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702250.0277162, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1536}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702250.7053993, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1664}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702251.3833911, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1792}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702252.0629325, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 1920}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702252.8046162, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2048}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702253.483789, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2176}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702254.1631496, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2304}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702254.840335, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2432}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702255.519088, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2560}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702256.1972651, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2688}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702256.8761632, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2816}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702257.555277, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2944}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702258.2355938, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3072}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702258.91504, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3200}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702259.596641, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3328}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702260.2782876, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3456}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702260.9605348, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3584}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702261.6426635, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3712}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702262.3233037, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3840}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702263.0033114, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 3968}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702263.6835392, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4096}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702264.3658412, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4224}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702265.048375, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4352}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702265.7309754, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4480}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702266.4124813, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4608}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702267.0964842, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4736}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702267.7784, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4864}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702268.4613104, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 4992}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702269.1416066, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 5120}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702269.8240664, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 5248}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702270.5089118, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 5376}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702271.193432, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 5504}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702271.8768995, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 5632}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702272.55902, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 5760}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702273.241052, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 5888}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702273.9228587, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6016}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702274.6064277, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6144}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702275.2861168, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6272}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702275.9669008, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6400}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702276.6501315, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6528}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702277.333104, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6656}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702278.0156088, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6784}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702278.6990542, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 6912}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702279.3844237, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7040}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702280.07008, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7168}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702280.7548375, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7296}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702281.4388423, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7424}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702282.1419222, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7552}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702282.8267121, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7680}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702283.5070622, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7808}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702284.185115, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 7936}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702284.8627968, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 8064}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702285.6054077, "cuda_visible_devices": "1", "allocated_gib": 4.833787441253662, "reserved_gib": 7.671875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 8192}
{"stage": "sequential-round-train-nll", "pid": 3709002, "time": 1789702285.6559427, "cuda_visible_devices": "1", "allocated_gib": 2.864959239959717, "reserved_gib": 2.978515625, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 512}
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s](Eval) Layers:  12%|█▎        | 2/16 [00:00<00:00, 19.55it/s](Eval) Layers:  31%|███▏      | 5/16 [00:00<00:00, 21.34it/s](Eval) Layers:  50%|█████     | 8/16 [00:00<00:00, 21.23it/s](Eval) Layers:  69%|██████▉   | 11/16 [00:00<00:00, 20.63it/s](Eval) Layers:  88%|████████▊ | 14/16 [00:00<00:00, 18.84it/s](Eval) Layers: 100%|██████████| 16/16 [00:00<00:00, 18.33it/s](Eval) Layers: 100%|██████████| 16/16 [00:00<00:00, 19.26it/s]
{"stage": "sequential-round-train-nll", "pid": 3709002, "time": 1789702287.4822764, "cuda_visible_devices": "1", "allocated_gib": 0.6232218742370605, "reserved_gib": 2.216796875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 2048}
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s](Eval) Layers:  12%|█▎        | 2/16 [00:00<00:01, 13.12it/s](Eval) Layers:  25%|██▌       | 4/16 [00:00<00:00, 15.61it/s](Eval) Layers:  38%|███▊      | 6/16 [00:00<00:00, 15.89it/s](Eval) Layers:  50%|█████     | 8/16 [00:00<00:00, 15.57it/s](Eval) Layers:  62%|██████▎   | 10/16 [00:00<00:00, 15.34it/s](Eval) Layers:  75%|███████▌  | 12/16 [00:00<00:00, 15.09it/s](Eval) Layers:  88%|████████▊ | 14/16 [00:00<00:00, 14.98it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 15.00it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 15.11it/s]
{"stage": "sequential-round-train-nll", "pid": 3709002, "time": 1789702289.603081, "cuda_visible_devices": "1", "allocated_gib": 0.6232218742370605, "reserved_gib": 2.248046875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "step": 8192}
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s](Eval) Layers:  12%|█▎        | 2/16 [00:00<00:01, 13.53it/s](Eval) Layers:  25%|██▌       | 4/16 [00:00<00:00, 13.92it/s](Eval) Layers:  38%|███▊      | 6/16 [00:00<00:00, 14.74it/s](Eval) Layers:  50%|█████     | 8/16 [00:00<00:00, 15.13it/s](Eval) Layers:  62%|██████▎   | 10/16 [00:00<00:00, 14.89it/s](Eval) Layers:  75%|███████▌  | 12/16 [00:00<00:00, 14.53it/s](Eval) Layers:  88%|████████▊ | 14/16 [00:00<00:00, 14.52it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 14.41it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 14.50it/s]
{"stage": "sequential-module-completed", "pid": 3709002, "time": 1789702291.8902512, "cuda_visible_devices": "1", "allocated_gib": 0.685737133026123, "reserved_gib": 2.310546875, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.5.mlp.down_proj", "completed": 6, "total": 16, "selected_train_nll": 6.550659190989651, "elapsed_seconds": 259.5530622230144}
{"stage": "sequential-round-fit", "pid": 3709002, "time": 1789702293.0450292, "cuda_visible_devices": "1", "allocated_gib": 2.989989757537842, "reserved_gib": 3.30078125, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.6.mlp.down_proj", "fit_rows": 49152, "heldout_rows": 16384}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702293.996715, "cuda_visible_devices": "1", "allocated_gib": 4.958817958831787, "reserved_gib": 7.61328125, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.6.mlp.down_proj", "step": 128}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702294.678434, "cuda_visible_devices": "1", "allocated_gib": 4.958817958831787, "reserved_gib": 7.61328125, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.6.mlp.down_proj", "step": 256}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702295.3567343, "cuda_visible_devices": "1", "allocated_gib": 4.958817958831787, "reserved_gib": 7.61328125, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.6.mlp.down_proj", "step": 384}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702296.0899913, "cuda_visible_devices": "1", "allocated_gib": 4.958817958831787, "reserved_gib": 7.61328125, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.6.mlp.down_proj", "step": 512}
{"stage": "sequential-round-coordinate", "pid": 3709002, "time": 1789702296.7712507, "cuda_visible_devices": "1", "allocated_gib": 4.896302700042725, "reserved_gib": 7.61328125, "peak_allocated_gib": 7.5212626457214355, "gpu_time_budget": null, "module": "model.layers.6.mlp.down_proj", "step": 640}
